version,accuracy,precision,recall,f1,roc_auc
Ensemble_best@0.5,0.8499285714285715,0.854967367657723,0.8426243567753001,0.8487509898495429,0.9253097715297214
HybridA_best (moderate=positive),0.8255,0.776173723159044,0.9145225843339051,0.8396876435461644,0.9253097715297214
HybridB_best (moderate=negative),0.8357857142857142,0.9173627154789408,0.7378502001143511,0.8178721381605006,0.9253097715297214
