model,accuracy,precision,recall,f1,roc_auc
XGBoost_best,0.8487142857142858,0.8528645833333334,0.8426243567753001,0.8477135461604832,0.925026526539274
CatBoost_best,0.8508571428571429,0.8568935427574171,0.8421955403087479,0.8494809688581315,0.9252638735555506
LightGBM_best,0.8513571428571428,0.8570390817957286,0.8431961120640366,0.8500612436054471,0.9248125876939063
