version,accuracy,precision,recall,f1,roc_auc
Ensemble@0.5,0.8407142857142857,0.8735109717868339,0.7965980560320183,0.8332834928229665,0.9192231777055275
HybridA (moderate=positive),0.8261428571428572,0.7873519778281683,0.8933676386506575,0.8370162046337217,0.9192231777055275
HybridB (moderate=negative),0.8142142857142857,0.9282790878970961,0.6808176100628931,0.7855199142409499,0.9192231777055275
